bank,state,branchname,branchaddress
UNITED BANK FOR AFRICA PLC,PLATEAU,Jos 5,"23/24 RWANG PAM STREET, JOS"
UNITED BANK FOR AFRICA PLC,BAUCHI,Jos 6,10 COMMERCIAL AREA BAUCHI
UNITED BANK FOR AFRICA PLC,PLATEAU,Jos 7,BEHIND BOKKOS LGA BOKKOS
UNITED BANK FOR AFRICA PLC,BORNO,Jos 8,2 SIR KASHIM IBRAHIM WAY MAIDUGURI BORNO
UNITED BANK FOR AFRICA PLC,BORNO,Jos 9,GOMBI ROAD BIU BORNO
UNITED BANK FOR AFRICA PLC,KADUNA,Kaduna 16,"A1 AHMADU BELLO WAY, KADUNA"
UNITED BANK FOR AFRICA PLC,KADUNA,Kaduna 17,"F11 KADUNA ROAD, ZARIA"
UNITED BANK FOR AFRICA PLC,KADUNA,Kaduna 18,"KM 16, NNPC DEPOT, KADUNA"
UNITED BANK FOR AFRICA PLC,KADUNA,Kaduna 19,ZONKWA
UNITED BANK FOR AFRICA PLC,KADUNA,Kaduna 20,"3 YAKUBU GOWON WAY, KADUNA"
UNITED BANK FOR AFRICA PLC,KADUNA,Kaduna 21,"161-162 SOKOTO RD, OPP. ABU SAMARU"
UNITED BANK FOR AFRICA PLC,KADUNA,Kaduna 22,"14 OGBOMOSHO RD, KADUNA"
UNITED BANK FOR AFRICA PLC,NIGER,Kaduna 1,MINNA2
UNITED BANK FOR AFRICA PLC,NIGER,Kaduna 10,MINNA1
UNITED BANK FOR AFRICA PLC,KADUNA,Kaduna 11,KONTAGORA
UNITED BANK FOR AFRICA PLC,KADUNA,Kaduna 12,TUDUNWADA
UNITED BANK FOR AFRICA PLC,KADUNA,Kaduna 13,KAFANCHAN
UNITED BANK FOR AFRICA PLC,KADUNA,Kaduna 14,"MOGADISHU LAYOUT, KADUNA"
UNITED BANK FOR AFRICA PLC,KADUNA,Kaduna 15,"NNAMDI AZIKIWE EXPRESS WAY, KADUNA"
UNITED BANK FOR AFRICA PLC,KADUNA,Kaduna 2,"4 ALI AKILU ROAD, KADUNA"
UNITED BANK FOR AFRICA PLC,NIGER,Kaduna 3,LAPAI
UNITED BANK FOR AFRICA PLC,NIGER,Kaduna 4,NEW BUSSA
UNITED BANK FOR AFRICA PLC,NIGER,Kaduna 5,MOKWA
UNITED BANK FOR AFRICA PLC,KADUNA,Kaduna 6,"KACHIA ROAD, KADUNA"
UNITED BANK FOR AFRICA PLC,KADUNA,Kaduna 7,"F1 KADUNA ROAD, ZARIA"
UNITED BANK FOR AFRICA PLC,NIGER,Kaduna 8,KUTIGI
UNITED BANK FOR AFRICA PLC,NIGER,Kaduna 9,WUSHISHI
UNITED BANK FOR AFRICA PLC,KANO,Kano 15,BUK
UNITED BANK FOR AFRICA PLC,KANO,Kano 1,"15S Bello Road,Kano"
UNITED BANK FOR AFRICA PLC,KANO,Kano 10,AIRPORT
UNITED BANK FOR AFRICA PLC,KANO,Kano 11,Ado Bayero
UNITED BANK FOR AFRICA PLC,KANO,Kano 12,"15b, Post office road, Kano"
UNITED BANK FOR AFRICA PLC,KANO,Kano 13,"165 Maiduguri Road, Hotoro Kano"
UNITED BANK FOR AFRICA PLC,KANO,Kano 14,"1B Niger Street,Kano"
UNITED BANK FOR AFRICA PLC,JIGAWA,Kano 2,"Sani Abacha Way, Duste"
UNITED BANK FOR AFRICA PLC,KANO,Kano 3,"Kantin Kwari,Kano"
UNITED BANK FOR AFRICA PLC,KANO,Kano 4,"3A France Road,Kano"
UNITED BANK FOR AFRICA PLC,KANO,Kano 5,4B BANK ROAD KANO
UNITED BANK FOR AFRICA PLC,KANO,Kano 6,Rano
UNITED BANK FOR AFRICA PLC,KANO,Kano 7,"Kano Road,Hadejia"
UNITED BANK FOR AFRICA PLC,KANO,Kano 8,"Sharada industrial Estate,Kano"
UNITED BANK FOR AFRICA PLC,KANO,Kano 9,"38 Murtala Mohd way,Kano"
UNITED BANK FOR AFRICA PLC,KWARA,Kwara 1,"137 MURITALA MUHAMMED WAY, ILORIN"
UNITED BANK FOR AFRICA PLC,KWARA,Kwara 2,ILORIN2
UNITED BANK FOR AFRICA PLC,KWARA,Kwara 3,ESIE
UNITED BANK FOR AFRICA PLC,KWARA,Kwara 4,3 WAHAB FOLAWIYO ROAD UNITY ILORIN
UNITED BANK FOR AFRICA PLC,KWARA,Kwara 5,OJA OBA ILORIN
UNITED BANK FOR AFRICA PLC,KWARA,Kwara 6,UNILORIN
UNITED BANK FOR AFRICA PLC,KWARA,Kwara 7,"169, IBRAHIM TAIWO ROAD ILORIN"
UNITED BANK FOR AFRICA PLC,KWARA,Kwara 8,taiwo road Offa
UNITED BANK FOR AFRICA PLC,KWARA,Kwara 9,AIYEDUN ROAD EGOSI ILE
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 1 15,AKIN ADESOLA
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 1 16,MOBILE HOUSE LAGOS
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 1 17,OYINJOLAYEMI
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 1 18,Adeola Hopewell
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 1 19,"22B, IDOWU TAYLOR"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 1 1,Aboyade Cole
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 1 10,AJOSE ADEOGUN
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 1 11,24 IDOWU TAYLOR STR V.I. LAGOS
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 1 12,ADETOKUNBO ADEMOLA
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 1 13,Epe
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 1 14,Badore
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 1 2,ADEYEMO ALAKIJA
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 1 3,CHEVRON DRIVE
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 1 4,DOLPHIN
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 1 5,80A LEKKI ADMIRALTY LEKKI PHASE 1
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 1 6,km 18
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 1 7,172 Awolowo Rd ikoyi lagos
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 1 8,ADEOLA ODEKU
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 1 9,IKOTA SHOPPING COMPLEX
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 2 1,Alaba-Agudosi
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 2 10,NNS Quorra
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 2 11,Festac 1
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 2 12,"9, Wharf Road, Kariko House 9"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 2 13,10 Causeway Ijora
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 2 14,"11-13, Warehouse Road Apapa"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 2 15,Navy Town
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 2 16,Okota
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 2 17,Okokomaiko
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 2 18,Berger
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 2 19,Badagry
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 2 20,"16 Burma Rd, Apapa"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 2 21,Seme
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 2 3,BBA
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 2 4,Lasu
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 2 5,46 warehouse rd
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 2 6,Aspamda
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 2 7,Festac 21 Road
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 2 8,Ibafon
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 2 9,Ojo Igbede
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 3 1,73 ALLEN AVENUE IKEJA
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 3 10,"TISCO PLAZA, 6 ASHABI COLE STR, ALAUSA IKEJA"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 3 11,473B ABEOKUTA V EXPRESS WAY ABULE-EGBA
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 3 12,OLUWALOGBON HOUSE IKEJA
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 3 13,"25/27A Charity Road, New Oko-Aba Agege, Lagos"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 3 14,IJU
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 3 15,"85, ABEOKUTA EXPRESS WAY DOPEMU"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 3 16,241 OLD IPAJA ROAD NYSC IYANA IPAJA
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 3 2,37 OBA AKRAN IKEJA
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 3 3,1A SIMBIAT ABIOLA WAY IKEJA
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 3 4,138 OBA AKRAN AVENUE IKEJA LAGOS
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 3 5,51A ADENIYI JONES IKEJA
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 3 6,Akowonjo road Egbeda
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 3 7,13 ALLEN AVENUE IKEJA
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 3 8,24 OBA AKRAN AVENUE IKEJA
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 3 9,OREGUN BO
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 4 18,COKER
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 4 19,MMIA
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 4 1,126 Ladipo Street Matori Mushin
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 4 10,"128 Isolo Road, Mushin"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 4 11,"Odunade B-Stop Orile, Lagos"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 4 12,"66 Lawanson Road Itire, Surulere"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 4 13,Babs Animashaun Street Surulere
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 4 14,74 Ikotun-Idimu Road Ikotun Lagos
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 4 15,"15, Industrial Avenue, Ilupeju"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 4 16,"20A, Oshodi-Apapa Expressway"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 4 17,Ire-Akari Isolo
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 4 2,"10 Abebe Village Road, Iganmu"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 4 3,Iporin Shopping Market
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 4 4,"20, Palm Avenue Mushin Lagos"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 4 5,"10, Isolo Way Isolo Lagos"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 4 6,"21 Fatai Atere Road, Mushin"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 4 7,Ogunlana Drive
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 4 8,"133, Ejigbo Ikotun Road, Ejigbo"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 4 9,20 Bode Thomas Street Surulere Lagos
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 5 1,55 MARINA
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 5 10,216 broad street Lagos
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 5 11,23 OKE-ARIN
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 5 12,"21 OBUN EKO STREET, IDUMOTA"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 5 13,1 TAYLOR ROAD
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 5 14,97/105 BROAD STREET
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 5 15,86 Murtala Muh Way Ebute-Metta
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 5 16,OBALENDE
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 5 17,144 Nnamdi Azikwe St Lagos
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 5 18,DOCEMO
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 5 19,14 JOSEPH STREET
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 5 2,169 Nnamdi Azikiwe Street Idumota
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 5 3,20 IJAIYE ST OKE ARIN
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 5 4,28 OBUN EKO
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 5 5,ISSA WILLIAMS
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 5 6,12/14 BROAD STREET LAGOS
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 5 7,43 IDUMAGBO
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 5 8,"5/7, KAKAWA"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 5 9,53 MARINA
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 6 1,"39, JOEL OGUNAIKE STREET, GRA IKEJA LAGOS"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 6 10,22 MOBOLAJI BANK ANTHONY WAY IKEJA
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 6 11,38 Ajayi Aina Street Ifako Gbagada
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 6 12,143 OGUDU ROAD OGUDU LAGOS
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 6 13,"University of Lagos, Akoka"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 6 14,"68, western Avenue Surulere lagos"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 6 15,"68 WESTERN AVENUE RD, SURULERE"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 6 16,SAM ETHNAN NAF BASE IKEJA
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 6 17,"549, Ikorodu Rd, Ketu"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 6 18,"IkoroduRd – 135,Ikorodu Road,Onipanu,Lagos"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 6 19,26 ISHERI ROAD OJODU
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 6 2,285 GBAGADA EXPRESSWAY
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 6 20,"366, H/M Street, Street Agnes Sabo, Yaba, Lagos"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 6 21,"51,IKOSI KETU LAGOS"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 6 3,"Ojodu 1, Plot 104 Isheri Rd"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 6 4,"300 Ikorodu Road, Anthony, Lagos"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 6 5,81 OJUELEGBA RD SURULERE LAGOS
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 6 6,"220 Ikorodu Road Palmgrove, Lagos"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 6 7,IKORODU TOWN
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 6 8,IGBOGBO CASH OFFICE
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 6 9,"123 Ojuelega Road, Surulere"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 7 7,Road 1 Luth Premises Idi Araba
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 7 1,"27 Wharf Rd, Apapa"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 7 2,"300, Wharf Road Apapa Lagos"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 7 3,"35 Apapa Road, Ebute Metta"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 7 4,9 OREMEJI STREET COMPUTER VILLAGE
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 7 5,"50,IJAIYE OGBA AGEGE"
UNITED BANK FOR AFRICA PLC,LAGOS,Lagos 7 6,101 ABEOKUTA EXPRESS WAY DOPEMU
UNITED BANK FOR AFRICA PLC,KOGI,Lokoja 1,7A IBB WAY LOKOJA
UNITED BANK FOR AFRICA PLC,KOGI,Lokoja 10,BALEWA ROAD ANKPA
UNITED BANK FOR AFRICA PLC,KOGI,Lokoja 11,OPP KSU MAINGATE ANYIGBA
UNITED BANK FOR AFRICA PLC,KOGI,Lokoja 12,OPP LIVING FAITH CHURCH KABBA
UNITED BANK FOR AFRICA PLC,KOGI,Lokoja 2,1A ADANKOLO JUNCTION LOKOJA
UNITED BANK FOR AFRICA PLC,KOGI,Lokoja 3,52C AYEGBA OMA-IDOKO WAY IDAH
UNITED BANK FOR AFRICA PLC,KOGI,Lokoja 4,4 WHARF ROAD LOKOJA
UNITED BANK FOR AFRICA PLC,KOGI,Lokoja 5,"GEREGU CAMP,AJAOKUTA"
UNITED BANK FOR AFRICA PLC,KOGI,Lokoja 6,KABBA-LOKOJA ROAD ODE-ERE
UNITED BANK FOR AFRICA PLC,KOGI,Lokoja 7,145 M/M WAY LOKOJA
UNITED BANK FOR AFRICA PLC,KOGI,Lokoja 8,OBAJANA
UNITED BANK FOR AFRICA PLC,KOGI,Lokoja 9,43 OKENE-LOKOJA ROAD OKENE
UNITED BANK FOR AFRICA PLC,BENUE,Makurdi 1,MAKURDI1
UNITED BANK FOR AFRICA PLC,BENUE,Makurdi 10,OTUKPO
UNITED BANK FOR AFRICA PLC,NASSARAWA,Makurdi 11,MARARABA
UNITED BANK FOR AFRICA PLC,NASSARAWA,Makurdi 12,KEFFI
UNITED BANK FOR AFRICA PLC,NASSARAWA,Makurdi 13,NORTH BRIDGE
UNITED BANK FOR AFRICA PLC,NASSARAWA,Makurdi 2,LAFIA
UNITED BANK FOR AFRICA PLC,NASSARAWA,Makurdi 3,AKWANGA/WAMBA
UNITED BANK FOR AFRICA PLC,BENUE,Makurdi 4,MAKURDI 2
UNITED BANK FOR AFRICA PLC,BENUE,Makurdi 5,ZAKI BIAM
UNITED BANK FOR AFRICA PLC,BENUE,Makurdi 6,IGUMALE BO
UNITED BANK FOR AFRICA PLC,BENUE,Makurdi 7,OJU LGA
UNITED BANK FOR AFRICA PLC,NASSARAWA,Makurdi 8,NASARAWA
UNITED BANK FOR AFRICA PLC,BENUE,Makurdi 9,GBOKO
UNITED BANK FOR AFRICA PLC,ANAMBRA,Onitsha 22,"STATE SECRETARIAT BUILDING, AWKA"
UNITED BANK FOR AFRICA PLC,ANAMBRA,Onitsha 23,Onitsha2 – 30A Phc Rd Bridgehead Onitsha
UNITED BANK FOR AFRICA PLC,ANAMBRA,Onitsha 24,OnitshaBHead – 56 Ph Rd Bridgehead Onitsha
UNITED BANK FOR AFRICA PLC,ANAMBRA,Onitsha 1,"Onitsha1 – 37, New Market Road, Onitsha"
UNITED BANK FOR AFRICA PLC,ANAMBRA,Onitsha 10,AWKA2
UNITED BANK FOR AFRICA PLC,ANAMBRA,Onitsha 11,"Ukpor – Ukpor, Nnewi South Lga Anambra"
UNITED BANK FOR AFRICA PLC,ANAMBRA,Onitsha 12,Nkpor – 14 Ajuluchukwu Street Nkpor
UNITED BANK FOR AFRICA PLC,ANAMBRA,Onitsha 13,Nnewi3 – Ogidi Business Office
UNITED BANK FOR AFRICA PLC,ANAMBRA,Onitsha 14,96B Iweka Rd Onitsha Anambra 96B IWEKA RD ONITSHA ANAMBRA
UNITED BANK FOR AFRICA PLC,ANAMBRA,Onitsha 15,BridgeHead – Onitsha Bridge Head BRIDGEHEAD – ONITSHA BRIDGE
UNITED BANK FOR AFRICA PLC,ANAMBRA,Onitsha 16,Onitsha – Onitsha Main Bida Street
UNITED BANK FOR AFRICA PLC,ANAMBRA,Onitsha 17,"Nnewi – Motorcycle Spare Part,NnewiI"
UNITED BANK FOR AFRICA PLC,ANAMBRA,Onitsha 18,Relief-Market 267 Obodo-Ukwu Rd
UNITED BANK FOR AFRICA PLC,ANAMBRA,Onitsha 19,NAU
UNITED BANK FOR AFRICA PLC,ANAMBRA,Onitsha 2," Nnewi – 6, Oraifite-Ogbufor Rd, Nnewi"
UNITED BANK FOR AFRICA PLC,ANAMBRA,Onitsha 20,Obosi – Ugwuagba Obosi B/O
UNITED BANK FOR AFRICA PLC,ANAMBRA,Onitsha 21,"E/Way OpPremier Brew-Electronics Mrkt,Onitsha"
UNITED BANK FOR AFRICA PLC,ANAMBRA,Onitsha 3,2 Zik’s Avenue Awka
UNITED BANK FOR AFRICA PLC,ANAMBRA,Onitsha 4,"Onitsha2 – 16 Phc Rd, Bridgehead, Onitsha"
UNITED BANK FOR AFRICA PLC,ANAMBRA,Onitsha 5,"Onitsha3 – 4, Okosisi Lane Nkpor, Anambra"
UNITED BANK FOR AFRICA PLC,ANAMBRA,Onitsha 6,"Onitsha1 – 8B New Mkt Rd, Onitsha Anambra"
UNITED BANK FOR AFRICA PLC,ANAMBRA,Onitsha 7,OnitshaMain – 40 New Mkt Rd Onitsha Anambra
UNITED BANK FOR AFRICA PLC,ANAMBRA,Onitsha 8,"Agulu – Ekwulobia Rd, Agulu, Anambra"
UNITED BANK FOR AFRICA PLC,ANAMBRA,Onitsha 9,"Nnewi – 22 Edo-Ezemewi Rd Nnewi2, Anamb"
UNITED BANK FOR AFRICA PLC,RIVERS,Port Harcourt 1,"PLOT 137 OLU OBASANJO ROAD, PHC"
UNITED BANK FOR AFRICA PLC,RIVERS,Port Harcourt 10, UNIPORT
UNITED BANK FOR AFRICA PLC,RIVERS,Port Harcourt 11,73 AHOADA ROAD OMOKU
UNITED BANK FOR AFRICA PLC,RIVERS,Port Harcourt 12,"FINIMA ROAD, BONNY"
UNITED BANK FOR AFRICA PLC,RIVERS,Port Harcourt 13,"312 PH-ABA WY, RUMUKWURUSHI PHC"
UNITED BANK FOR AFRICA PLC,RIVERS,Port Harcourt 14,32 AZIKIWE ROAD DIOBU
UNITED BANK FOR AFRICA PLC,RIVERS,Port Harcourt 15,NAOC PREMISE RUMUEME MILE 4 PHC
UNITED BANK FOR AFRICA PLC,RIVERS,Port Harcourt 16,14 AZIKIWE ROAD PHC
UNITED BANK FOR AFRICA PLC,RIVERS,Port Harcourt 17,RIVERS STATE UNIVERSITY PH
UNITED BANK FOR AFRICA PLC,RIVERS,Port Harcourt 18,20 TRANS AMADI PH
UNITED BANK FOR AFRICA PLC,RIVERS,Port Harcourt 19,73 IKWERRE ROAD
UNITED BANK FOR AFRICA PLC,RIVERS,Port Harcourt 2,25 TRANS AMADI LAYOUT PHC
UNITED BANK FOR AFRICA PLC,RIVERS,Port Harcourt 20,147 TRANS AMADI PH
UNITED BANK FOR AFRICA PLC,RIVERS,Port Harcourt 21,GCB-216B WOJI ROAD GRA PH
UNITED BANK FOR AFRICA PLC,RIVERS,Port Harcourt 22,"SHELL INDUSTRIAL AREA, RUMUOMASI"
UNITED BANK FOR AFRICA PLC,RIVERS,Port Harcourt 23,REFINERY ROAD ELEME
UNITED BANK FOR AFRICA PLC,RIVERS,Port Harcourt 24,RUMUOKORO
UNITED BANK FOR AFRICA PLC,RIVERS,Port Harcourt 25,ELELENWO GRA 11
UNITED BANK FOR AFRICA PLC,RIVERS,Port Harcourt 26,RUMUOKWUTA
UNITED BANK FOR AFRICA PLC,RIVERS,Port Harcourt 27,GLOBAL CONSUMER BANK PHC
UNITED BANK FOR AFRICA PLC,RIVERS,Port Harcourt 28,GCB STATION ROAD PHC
UNITED BANK FOR AFRICA PLC,RIVERS,Port Harcourt 3,15 AGGREY ROAD PHC
UNITED BANK FOR AFRICA PLC,RIVERS,Port Harcourt 4,"86B OLU OBASANJO ROAD, PHC"
UNITED BANK FOR AFRICA PLC,RIVERS,Port Harcourt 5,14 AZIKIWE ROAD PHC
UNITED BANK FOR AFRICA PLC,RIVERS,Port Harcourt 6,4 HOSPITAL ROAD
UNITED BANK FOR AFRICA PLC,RIVERS,Port Harcourt 7,94 TRANS AMADI IND LAYOUT PHC
UNITED BANK FOR AFRICA PLC,RIVERS,Port Harcourt 8,"PHC-OWERRI RD, IKWERRE LGA"
UNITED BANK FOR AFRICA PLC,RIVERS,Port Harcourt 9,"NEAR AKUKUTORU LGA, ABONNEMA"
UNITED BANK FOR AFRICA PLC,KATSINA,Sokoto 10,"165, IBB WAY, KATSINA."
UNITED BANK FOR AFRICA PLC,SOKOTO,Sokoto 11,"1, KANO ROAD SOKOTO"
UNITED BANK FOR AFRICA PLC,ZAMFARA,Sokoto 1,"1 GOVT HSE RD, GUSAU"
UNITED BANK FOR AFRICA PLC,SOKOTO,Sokoto 2,"10 KANO RD, SOKOTO"
UNITED BANK FOR AFRICA PLC,KEBBI,Sokoto 3,"B1 SULTAN ABUBAKAR RD, GRA BIRNIN KEBBI"
UNITED BANK FOR AFRICA PLC,KATSINA,Sokoto 4,"NO 146/148 ZARIA RD, FUNTUA"
UNITED BANK FOR AFRICA PLC,SOKOTO,Sokoto 5,"3 ALIYU JODI RD, SOKOTO"
UNITED BANK FOR AFRICA PLC,KEBBI,Sokoto 6,"3, TASHAR NANA RD ARGUNGU"
UNITED BANK FOR AFRICA PLC,KATSINA,Sokoto 7,"23, IBB WAY, KATSINA."
UNITED BANK FOR AFRICA PLC,KATSINA,Sokoto 8,"KANKIA BYE PASS, DUTSIN-MA"
UNITED BANK FOR AFRICA PLC,ZAMFARA,Sokoto 9,"NO 2 CANTEEN RD, GUSAU"
UNITED BANK FOR AFRICA PLC,DELTA,South 1 1,ASABA1
UNITED BANK FOR AFRICA PLC,DELTA,South 1 10,"OLD AGBOR ROAD, EKREJETA"
UNITED BANK FOR AFRICA PLC,DELTA,South 1 2,AGBOR B/O
UNITED BANK FOR AFRICA PLC,DELTA,South 1 3,ASABA 2
UNITED BANK FOR AFRICA PLC,DELTA,South 1 4,ABBI B/O
UNITED BANK FOR AFRICA PLC,DELTA,South 1 5,"4 COURT ROAD, SAPELE"
UNITED BANK FOR AFRICA PLC,DELTA,South 1 6,ASABA3
UNITED BANK FOR AFRICA PLC,DELTA,South 1 7,ISELE UKU B/O
UNITED BANK FOR AFRICA PLC,DELTA,South 1 8,"55, OKPE ROAD, SAPELE"
UNITED BANK FOR AFRICA PLC,DELTA,South 1 9,OGHARA AJAGUDUDU OGHAREFE DELTA
UNITED BANK FOR AFRICA PLC,DELTA,South 2 1,"6, OKUMAGBA AVENUE, WARRI"
UNITED BANK FOR AFRICA PLC,DELTA,South 2 10,UGHELLI B/O
UNITED BANK FOR AFRICA PLC,DELTA,South 2 11,PTI WARRI
UNITED BANK FOR AFRICA PLC,BAYELSA,South 2 12,"FEDERAL UNIVERSITY, OTUOKE"
UNITED BANK FOR AFRICA PLC,BAYELSA,South 2 2,"PLOT A 59 CBD SWALI ROAD, YENAGOA"
UNITED BANK FOR AFRICA PLC,BAYELSA,South 2 3,PPMC AREA COMPLEX
UNITED BANK FOR AFRICA PLC,BAYELSA,South 2 4,39 EFFU SAPELE ROAD
UNITED BANK FOR AFRICA PLC,BAYELSA,South 2 5,"65, WARRI SAPELE ROAD"
